To,Location 1,Location 2,Location 3,From,Notes,Delivered Notes,Locker Number,Locker Bank,Carrier,Tracking #,Transaction Status ,Routed by,Routed Date Time,Stored Date Time,Delivered by,Delivered To,Delivered Date Time,Stored by
,5552,,,PND,,,55,Bank 7,USPS,9205590286169500335729_,Delivered,,,2/18/25 9:41,,,2/18/25 11:58,
,4253,,,Home,,,82,Bank 1,USPS,9505514177535043365039_,Delivered,,,2/14/25 9:20,,,2/18/25 11:58,
,4269,,,USPS,,,65,Bank 2,USPS,9300120111412361800692_,Delivered,,,2/18/25 10:16,,,2/18/25 11:58,
,3634,,,Amazon ,,,41,Bank 8,USPS,9361289725244487384006_,Delivered,,,2/18/25 9:14,,,2/18/25 11:57,
,5207,,, Amazon,,,84,Bank 6,USPS,9361289725244291600187_,Delivered,,,2/14/25 9:25,,,2/18/25 11:57,
,3634,,, Amazon,,,3,Bank 5,USPS,9361289725244486585350_,Delivered,,,2/18/25 9:16,,,2/18/25 11:57,
,2710,,,RZN,,,3,Bank 7,USPS,9400111899560512041093_,Delivered,,,2/18/25 9:34,,,2/18/25 11:57,
,2036,,,Contacts,,,75,Bank 1,USPS,9200190230197681221553_,Delivered,,,2/14/25 9:23,,,2/18/25 11:57,
,2710,,,,,,35,Bank 6,UPS,1Z181VE0YW60042975_,Delivered,,,2/18/25 11:17,,,2/18/25 11:56,
,6610,,,USPS,,,72,Bank 8,USPS,9534612703735045602369_,Delivered,,,2/18/25 9:27,,,2/18/25 11:56,
,3811,,,,,,5,Bank 4,UPS,1Z5462V20308146147_,Delivered,,,2/18/25 11:32,,,2/18/25 11:56,
,7002,,,,,,60,Bank 5,Amazon,TBA319337550672_,Delivered,,,2/12/25 11:37,,,2/18/25 11:56,
,2710,,,,,,57,Bank 6,UPS,1Z0V069A0320204667_,Delivered,,,2/18/25 11:21,,,2/18/25 11:56,
,4790,,,Vangaurd,,,49,Bank 5,USPS,9405511206206451033995_,Delivered,,,2/18/25 9:40,,,2/18/25 11:56,
,2877,,,SAIE,,,12,Bank 7,USPS,92612926998343553237867191_,Delivered,,,2/18/25 9:43,,,2/18/25 11:56,
,4470,,,Teague,,,34,Bank 5,USPS,22479405530109355101769520_,Delivered,,,2/18/25 9:28,,,2/18/25 11:55,
,4470,,,Donna,,,4,Bank 5,USPS,9505510329015044719466_,Delivered,,,2/18/25 9:25,,,2/18/25 11:55,
,2789,,,USPS,,,3,Bank 3,USPS,92346903470167300080599566_,Delivered,,,2/18/25 9:49,,,2/18/25 11:54,
,4581,,,UPS,,,1,Bank 4,UPS,1Z7V53F50393790370_,Delivered,,,2/12/25 10:26,,,2/18/25 11:53,
,1992,,,USPS,,,55,Bank 1,USPS,92001903478422300136495420_,Delivered,,,2/18/25 10:12,,,2/18/25 11:53,
,6015,,,,,,32,Bank 7,USPS,9200190161985780948560_,Delivered,,,2/18/25 10:23,,,2/18/25 11:53,
,4581,,,Amazon,,,54,Bank 2,USPS,9361289725244460151069_,Delivered,,,2/18/25 10:20,,,2/18/25 11:53,
,6015,,,USPS,,,19,Bank 2,USPS,9234690161987080975217_,Delivered,,,2/18/25 10:24,,,2/18/25 11:53,
,6483,,,USPS,,,51,Bank 7,USPS,9500110727575041864705_,Delivered,,,2/18/25 9:38,,,2/18/25 11:52,
,6015,,,Nordstrom,,,70,Bank 5,USPS,9234690293077222114302_,Delivered,,,2/18/25 9:49,,,2/18/25 11:52,
,6483,,,USPS,,,75,Bank 8,USPS,9534612017015042842181_,Delivered,,,2/18/25 9:20,,,2/18/25 11:52,
,5066,,,Amazon,,,50,Bank 7,Amazon,TBA319385393965_,Delivered,,,2/14/25 12:31,,,2/18/25 11:52,
,4082,,,USPS,,,52,Bank 7,USPS,9500110337445045997444_,Delivered,,,2/18/25 9:39,,,2/18/25 11:51,
,4581,,,Lifted,,,10,Bank 5,USPS,9400111105503412198823_,Delivered,,,2/18/25 9:27,,,2/18/25 11:51,
,,,,,,,,,FedEx,723638828472_,Delivered,,,,,,2/18/25 11:50,
,6658,,,,,,18,Bank 6,UPS,1Z6F97Y10344321674_,Delivered,,,2/18/25 11:15,,,2/18/25 11:49,
,6621,,,,,,24,Bank 6,UPS,1Z8738R70333562771_,Delivered,,,2/18/25 11:14,,,2/18/25 11:48,
,,,,,,,,,FedEx,440841800487_,Delivered,,,,,,2/18/25 11:48,
,5940,,,Urban,,,41,Bank 5,USPS,9234690229417320150713_,Delivered,,,2/18/25 9:40,,,2/18/25 11:48,
,6494,,,Gamersupp,,,21,Bank 5,USPS,9261290210347312299558_,Delivered,,,2/18/25 9:15,,,2/18/25 11:46,
,4342,,,Alteu,,,2,Bank 3,USPS,9300110597204031192605_,Delivered,,,2/18/25 9:49,,,2/18/25 11:45,
,4342,,,Alteu,,,2,Bank 3,USPS,9300110597204031034105_,Delivered,,,2/18/25 9:49,,,2/18/25 11:45,
,3460,,, Amazon,,,17,Bank 5,USPS,9361289725244271495277_,Delivered,,,2/18/25 9:30,,,2/18/25 11:43,
,CIVIL & ENVIRONMENTAL ENGINEERING,,, Amazon,,,,,Amazon,TBA319437707520_,Routed,,2/18/25 11:43,,,,,
,6748,,,USPS,,,33,Bank 1,USPS,9400109206094680107853_,Delivered,,,2/18/25 10:25,,,2/18/25 11:42,
,4288,,,Ups,,,14,Bank 8,UPS,1Z04E04A0388137451_,Delivered,,,2/18/25 11:25,,,2/18/25 11:42,
,5849,,,,,,11,Bank 4,UPS,1Z965EW40210836452_,Delivered,,,2/18/25 11:34,,,2/18/25 11:42,
,RESIDENTIAL SERVICES,,,,,,,,USPS,9261290367755502184343_,Delivered,,2/18/25 10:45,,,,2/18/25 11:41,
,RESIDENTIAL SERVICES,,,,,,,,USPS,9261290304446229314045_,Delivered,,2/18/25 10:45,,,,2/18/25 11:41,
,2529,,,USPS,,,6,Bank 2,USPS,9400109206094101736891_,Delivered,,,2/18/25 10:09,,,2/18/25 11:37,
,6893,,,,,,11,Bank 6,UPS,1ZB36G500369868373_,Delivered,,,2/18/25 11:12,,,2/18/25 11:37,
,3880,,,,,,32,Bank 8,FedEx,772083852405_,Delivered,,,2/17/25 12:48,,,2/18/25 11:37,
,2134,,,Ups,,,15,Bank 8,UPS,1Z76940AYW10156973_,Delivered,,,2/18/25 11:14,,,2/18/25 11:34,
,2803,,,Ups,,,49,Bank 8,USPS,9400111206211797155093_,Delivered,,,2/18/25 11:31,,,2/18/25 11:32,
,6537,,,USPS,,,67,Bank 2,USPS,9400109206094104329656_,Delivered,,,2/18/25 10:20,,,2/18/25 11:31,
,6155,,,GAP,,,36,Bank 8,USPS,92612999916505583250063766_,Delivered,,,2/18/25 9:15,,,2/18/25 11:29,
,7008,,,Home,,,71,Bank 8,USPS,9505512105365044870077_,Delivered,,,2/18/25 9:25,,,2/18/25 11:29,
,1408,,,Ups,,,80,Bank 8,UPS,1Z1826920325257518_,Delivered,,,2/18/25 11:15,,,2/18/25 11:27,
,4985,,,amazon,,,43,Bank 4,Amazon,TBA319350261756_,Delivered,,,2/12/25 12:58,,,2/18/25 11:27,
,1408,,,Ups,,,58,Bank 6,UPS,1Z4X67420374359783_,Delivered,,,2/18/25 11:22,,,2/18/25 11:27,
,4985,,,Lastmile,,,17,Bank 8,Custom Item,ACI0160904102100000021100004254504_,Delivered,,,2/17/25 9:01,,,2/18/25 11:26,
,6238,,,Ups,,,20,Bank 6,UPS,1ZA8G6380321319045_,Delivered,,,2/18/25 11:19,,,2/18/25 11:26,
,4985,,,Lastmile,,,9,Bank 6,Purolator,021000000211_,Delivered,,,2/17/25 9:02,,,2/18/25 11:26,
,3979,,,Home,,,11,Bank 7,USPS,9205590220086373251038_,Delivered,,,2/18/25 9:40,,,2/18/25 11:18,
,3376,,,Mcmaster Carr,Rear floor,,,,UPS,1Z0100830327925497_,Routed,,2/18/25 11:18,,,,,
,3376,,,Mcmaster Carr,Rear floor,,,,UPS,1Z0100830327925504_,Routed,,2/18/25 11:18,,,,,
,3979,,,USPS,,,40,Bank 1,USPS,9488809000276106857626_,Delivered,,,2/18/25 10:28,,,2/18/25 11:18,
,5400,,,Mcmaster,Rear floor,,,,UPS,1Z0100830327926094_,Routed,,2/18/25 11:16,,,,,
,5400,,,Mcmaster,Rack 1,,,,UPS,1Z0100830327926101_,Routed,,2/18/25 11:13,,,,,
,5846,,, Amazon,Rack 1,,,,UPS,1ZG193780323412331_,Routed,,2/18/25 11:10,,,,,
,G248,,,Elecscooter,Rear Floor,,,,UPS,1ZE427800396695766_,Routed,,2/18/25 11:09,,,,,
,INFORMATION TECHNOLOGY,,,W B,4 cases paper,,,,Custom Item,136002430DEL_,Routed,,2/18/25 11:08,,,,,
,6075,,,,,,15,Bank 8,DHL,1952976281_,Delivered,,,2/17/25 11:59,,,2/18/25 11:07,
,4537,,,Book,,,65,Bank 5,USPS,9241990288795703106415_,Delivered,,,2/18/25 9:47,,,2/18/25 11:03,
,4537,,,USP,,,52,Bank 3,USPS,9449011206211790375261_,Delivered,,,2/18/25 9:54,,,2/18/25 11:02,
,4018,,,USPS,,,69,Bank 7,USPS,9200190256037500834312_,Delivered,,,2/18/25 10:08,,,2/18/25 11:00,
,6961,,,Untold,,,77,Bank 5,USPS,92001903478422300134880938_,Delivered,,,2/18/25 9:44,,,2/18/25 10:59,
,6543,,,Omo,,,11,Bank 6,USPS,9234690347369100131809_,Delivered,,,2/18/25 9:50,,,2/18/25 10:58,
,,,,,,,,,UPS,1Z00283A0326537025_,Delivered,,,,,,2/18/25 10:57,
,,,,,,,,,UPS,1Z00283A0326537007_,Delivered,,,,,,2/18/25 10:57,
,,,,,,,,,UPS,1Z00283A0326537034_,Delivered,,,,,,2/18/25 10:57,
,6527,,,USPS,,,68,Bank 7,USPS,9200190327908700369065_,Delivered,,,2/18/25 9:47,,,2/18/25 10:57,
,2852,,,USPS,,,20,Bank 2,USPS,9449011206219544859371_,Delivered,,,2/18/25 10:24,,,2/18/25 10:56,
,2431,,,Human,,,9,Bank 5,USPS,9434636208235286824737_,Delivered,,,2/18/25 9:27,,,2/18/25 10:55,
,5112,,,USPS,,,1,Bank 8,USPS,92612999937500543489662796_,Delivered,,,2/18/25 9:18,,,2/18/25 10:55,
,5886,,,,,,46,Bank 7,USPS,9434603699300012639906_,Delivered,,,2/18/25 10:31,,,2/18/25 10:55,
,5873,,,USPS,,,19,Bank 1,USPS,9434611899560926015033_,Delivered,,,2/18/25 10:23,,,2/18/25 10:54,
,1403,,,Baumgartner,,,72,Bank 5,USPS,9510815623835044264497_,Delivered,,,2/18/25 9:35,,,2/18/25 10:53,
,1230,,,Pk,,,68,Bank 6,USPS,9300110597204037237935_,Delivered,,,2/14/25 9:27,,,2/18/25 10:53,
,6311,,,USPS,,,80,Bank 8,USPS,92346903478422300038092019_,Delivered,,,2/18/25 9:30,,,2/18/25 10:53,
,1230,,,Peter,,,66,Bank 5,USPS,9400136106025276181510_,Delivered,,,2/18/25 9:47,,,2/18/25 10:53,
,1230,,,USPS,,,3,Bank 1,USPS,9400111105503443058240_,Delivered,,,2/18/25 10:11,,,2/18/25 10:52,
,5533,,,USPS,,,39,Bank 1,USPS,9400111105503410664030_,Delivered,,,2/18/25 10:27,,,2/18/25 10:50,
,1366,,,Lizzie,,,69,Bank 5,USPS,9500113356915046553827_,Delivered,,,2/18/25 9:49,,,2/18/25 10:49,
,3764,,,USPS,,,66,Bank 1,USPS,9505506590615046729563_,Delivered,,,2/18/25 10:26,,,2/18/25 10:48,
,5944,,,USPS,,,10,Bank 2,USPS,9434611202382858289036_,Delivered,,,2/18/25 10:19,,,2/18/25 10:45,
,3285,,,Venba,,,11,Bank 5,USPS,92346903470167300081364460_,Delivered,,,2/18/25 9:28,,,2/18/25 10:45,
,Foisie Makerspace,,,Dmzm,,,,,USPS,9205576527867511109459_,Routed,,2/18/25 10:44,,,,,
,5938,,,USPS,,,38,Bank 1,USPS,9300120111412356965580_,Delivered,,,2/18/25 10:26,,,2/18/25 10:44,
,7023,,,USPS,,,9,Bank 3,USPS,22479200190373170009656804_,Delivered,,,2/18/25 9:53,,,2/18/25 10:42,
,5877,,,Wolfram,,,61,Bank 5,RoyalMail,UB820480387GB_,Delivered,,,2/18/25 9:45,,,2/18/25 10:38,
,5837,,,USPS,,,63,Bank 1,USPS,9400111206206447225813_,Delivered,,,2/18/25 10:18,,,2/18/25 10:36,
,5837,,,USPS,,,64,Bank 2,USPS,9400111206224420483746_,Delivered,,,2/18/25 10:16,,,2/18/25 10:36,
,5844,,,Merchant Mate,,,48,Bank 8,USPS,9349320111411057980215_,Delivered,,,2/18/25 9:22,,,2/18/25 10:30,
,Chartwells / Front Office,,,Sticker,,,,,UPS,1ZA576230302958415_,Routed,,2/18/25 10:29,,,,,
,MATHEMATICAL SCIENCES,,, Amazon,,,,,UPS,1Z82F52Y0383651948_,Routed,,2/18/25 10:26,,,,,
,4012,,,USPS,,,64,Bank 1,USPS,9400109206094103440673_,Delivered,,,2/18/25 10:21,,,2/18/25 10:24,
,6960,,,USPS,,,54,Bank 2,USPS,9400111206239209082683_,Delivered,,,2/18/25 10:07,,,2/18/25 10:19,
,2090,,,Bilal,,,80,Bank 1,USPS,9505513241365043845777_,Delivered,,,2/14/25 9:20,,,2/18/25 10:09,
,2090,,,,,,39,Bank 6,Amazon,TBA319339354473_,Delivered,,,2/13/25 12:13,,,2/18/25 10:08,
,2812,,,,,,5,Bank 8,Amazon,TBA319358502196_,Delivered,,,2/13/25 14:41,,,2/18/25 10:02,
,2812,,, Amazon,,,21,Bank 3,Amazon,TBA319385746189_,Delivered,,,2/14/25 12:45,,,2/18/25 10:01,
,1391,,,Lane,,,71,Bank 5,USPS,9505514498775038553328_,Delivered,,,2/18/25 9:34,,,2/18/25 9:59,
,1391,,,Headley Ln,,,44,Bank 5,USPS,9505514498775038553342_,Delivered,,,2/18/25 9:29,,,2/18/25 9:59,
,5623,,,Home,,,2,Bank 7,USPS,9534610689945044649655_,Delivered,,,2/18/25 9:34,,,2/18/25 9:57,
,Chartwells,,,Bonita,,,,,USPS,9400136208070415810940_,Routed,,2/18/25 9:56,,,,,
,1189,,,Bn,,,76,Bank 5,USPS,92419901047916583251610474_,Delivered,,,2/18/25 9:43,,,2/18/25 9:55,
,5894,,,Van Stone,Rack 1,,,,USPS,9505513163575044502347_,Delivered,,2/18/25 9:13,,,,2/18/25 9:50,
,3506,,,Speedy Pros,,,81,Bank 8,USPS,9400111105503476517776_,Delivered,,,2/18/25 9:31,,,2/18/25 9:50,
,4627,,,Universal Yums,,,79,Bank 8,USPS,22809234690374346601887576_,Delivered,,,2/18/25 9:25,,,2/18/25 9:46,
,4627,,,Game Elementz,,,49,Bank 7,USPS,9400111105503457613305_,Delivered,,,2/18/25 9:38,,,2/18/25 9:46,
,6912,,, Amazon,Rack 1,,,,USPS,9361289725244351859944_,Routed,,2/18/25 9:23,,,,,
,6344,,,Clelland,,,13,Bank 5,USPS,9534616903665038214711_,Delivered,,,2/18/25 9:09,,,2/18/25 9:20,
,2598,,,Monitor,Rack 1,Rack 1,,,Amazon,TBA319375880603_,Delivered,,2/14/25 12:14,,,,2/18/25 9:07,
